,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region
0,965.7658999999998,35.06638468443453,0.6522721388219856,49.705590678911,24.849209922509626,81.1147243177436,186.0,192.72727272727272,201.0,0.8461538461538461,0.8660670458276957,2.0,1.2727272727272727,50.458994242850295,11.0,14.0,28.0,62.0,22.0,35.0,73.0,167.0,58.0,101.0,215.0,497.0,172.0,317.0,679.0,1565.0,11.0,-2.220446049250313e-16,10.181818181818182,0.4462809917355388,0.0,7.000000000000001,-0.8181818181818179,12.107438016528926,14.0,-0.8181818181818172,14.404958677685952,-2.8873027798647604,0.0,19.0,-7.363636363636363,26.785123966942148,0.19984973703981967,0.014382795737770253,8.965847750012698e-05,5.0153784348729934e-06,5.807279385548834e-11,5.412683662307472e-07,8.909876101895599e-11,1,2.0002885739190144,1.631903438020279,3.2642778008111204,,../Images/Training/4 nM 7.bmp,1
1,430731.5913999999,740.5568819052241,-0.32955098069438704,938.1264959985662,666.2041521687499,4080.5166889012826,124.0,191.25356706074194,245.0,0.7819572840293274,0.7040572668798487,48.48838157358337,43.68976763147167,1010.3102292860347,4906.0,214342.0,11074156.0,634368886.0,237884.0,9926569.0,498755265.0,28151570581.0,14448674.0,584623269.0,28677189729.0,1594638727005.0,976831964.0,38444379877.0,1837870846329.0,100364869241269.0,4906.0,1.5916157281026244e-11,1709603.8263351,1157195.8164215358,-9.600853445590474e-11,-466527.6832450064,2552335.4158585714,-270964604.43034333,2914063.837749695,-1393596.0032388668,905642007.9401695,2330409083.406778,-6357332.733488919,-739869895.6045152,-1448887830.498992,-398622021235.10974,0.19210183924493876,0.004007044205068825,7.91304370768209e-05,5.1138047080369795e-06,1.0124844335484174e-10,2.2940013992873346e-07,1.8192116143441898e-11,2,1.408166690262444,4.349644431008075,6.125024402231112,,../Images/Training/4 nM 7.bmp,2
2,60316.470299999986,277.1232851725094,0.31009626178193483,335.3597086430761,248.53924742866923,1292.0138174647434,148.0,195.98398835516738,243.0,0.7933025404157044,0.6713809434749807,17.026200873362445,14.969432314410481,367.4665048681308,687.0,10284.0,186464.0,3763860.0,11697.0,182302.0,3436876.0,71581462.0,251849.0,4060608.0,78172834.0,1647871404.0,6098595.0,101428054.0,1982818000.0,42069609034.0,687.0,-5.897504706808832e-13,32518.35807860262,-962.9475410462555,5.648814749292796e-13,7204.550218340612,46406.42665090298,569920.7781865733,52693.52838427948,45239.20260864588,2031101.4583374176,3080708.712183258,16222.138250605609,1559179.7230301397,8167360.24965804,104380449.57262744,0.1805455156225983,0.0027593562347679613,0.00022093261322938545,3.8441009193712754e-05,3.178445987100244e-09,1.6544369527504775e-06,1.5644468636163623e-09,3,1.3493229424029873,3.852620884877485,5.198429748346089,,../Images/Training/4 nM 7.bmp,3
3,211766.12279999995,519.258126353553,0.8195751404780697,779.0459971396201,397.2127972535554,2792.717005214564,115.0,194.63640132669983,248.0,0.7696234843650287,0.8602509973793724,31.509535655058045,30.342039800995025,763.3531458636952,2412.0,73185.0,2903417.0,132865401.0,76001.0,2690714.0,117403454.0,5695777544.0,3024919.0,117173192.0,5355558024.0,266355989138.0,134314463.0,5521067846.0,259445482358.0,13071857692376.0,2412.0,-9.72022462519817e-12,682834.817164179,3332604.4273130624,2.594902070995886e-11,384688.6330845769,2573656.8849131274,212501941.8153665,630162.780679934,1148258.9066658816,189727677.35355964,1284315787.5741508,-711603.296812308,191334454.66723883,1097292323.5849578,93718283349.17697,0.2256884451849571,0.01757115076888916,0.0008711855059589665,0.00028841588922803776,1.3301490293240055e-07,2.8874423277277606e-05,-5.664000076628263e-08,4,1.9612812138132767,3.5847909051178335,7.0307830576563,,../Images/Training/4 nM 7.bmp,4
4,67428.01919999998,293.005154337943,1.1558471414670908,337.3820591431308,264.26094297868724,1208.6255499086924,131.0,181.11067708333334,221.0,0.8561872909698997,0.621682806269133,16.399739583333332,19.927083333333332,367.3470229905232,768.0,15304.0,363286.0,9579856.0,12595.0,259855.0,6287067.0,167656951.0,248643.0,5200009.0,125917629.0,3346812217.0,5458471.0,114705457.0,2763869553.0,72887087161.0,768.0,-2.4868995751603507e-13,58321.916666666664,16254.217013889158,2.426503442620742e-12,8873.385416666664,-24370.175564235986,1436124.9993930387,42088.27994791667,-45763.2013617621,2522481.412407344,-5050085.735291303,316.88946872300556,1026034.4186103079,-1807352.1669122165,130348236.36504674,0.17023755665178653,0.0016628098735263826,0.00010841809539755988,5.4245584950761224e-06,1.0521416948343574e-10,1.8996564510741212e-07,-7.896777432205028e-11,5,1.2767004285243195,3.582364613513565,4.573606437203127,,../Images/Training/4 nM 7.bmp,5
5,92011.15119999998,342.2750885829207,1.530126878115749,457.6063342603837,261.3307174480546,1277.7637782895385,125.0,191.99522900763358,241.0,0.9323843416370107,0.8208930545555028,14.294847328244275,23.240458015267176,476.02919962960254,1048.0,24356.0,722094.0,24267344.0,14981.0,352442.0,10544312.0,357123314.0,265275.0,6200382.0,183284552.0,6144171198.0,5241635.0,120992870.0,3512246612.0,115822666514.0,1048.0,-6.039613253960852e-13,156049.40458015268,232229.4390187058,7.389644451905042e-13,4276.698473282441,23303.65073422303,1670797.027696832,51123.89217557253,-87000.00348901577,5811360.412709188,-12964972.400749616,-12047.091950862457,284091.3255280708,162267.88536258077,52806862.71793394,0.1886301941500033,0.009187419359473743,0.0001977517846277305,1.6784335539384347e-05,9.647820560944979e-10,1.604467612438644e-06,6.512569150643462e-11,6,1.751062174125563,2.7922772973734125,4.889451155100139,,../Images/Training/4 nM 7.bmp,6
6,142669.96249999997,426.2077405454794,-1.5166691615605432,710.4096114610433,291.7067910547232,2252.7481079435897,124.0,193.19384615384615,235.0,0.7136583223539745,0.911807583525765,18.340923076923076,34.60061538461539,679.9547598186219,1625.0,56226.0,2527844.0,127464900.0,29804.0,1005016.0,43803508.0,2157220180.0,646488.0,21470990.0,911536994.0,43927984454.0,15709232.0,514538032.0,21251819356.0,1000703034712.0,1625.0,-7.631228982063476e-12,582389.7993846152,-302148.90116847784,1.1652900866465643e-12,-26220.740923076923,-744976.8109034785,-9099161.153402926,99855.12861538464,63932.54581093461,31112499.974800587,79465446.90958305,189174.85630409498,-6067665.548434726,-100967827.10670671,-1320300740.0419483,0.2583649431479289,0.03378648830683692,0.0005401367529337569,3.227111767528402e-05,-2.2525704431649205e-09,-4.530851110706133e-06,3.616464478378737e-09,7,2.4353550662719154,3.1710552216636554,7.722645399506595,,../Images/Training/4 nM 7.bmp,7
7,174715.83099999995,471.6514657249202,0.8526266519680954,503.4658746998546,464.284614573892,1993.8792106726155,122.0,191.7100502512563,239.0,0.8312447786131997,0.38676829006895236,28.567336683417086,27.275376884422112,600.9231645560021,1990.0,54278.0,1816278.0,68344112.0,56849.0,1577193.0,53742367.0,2050852491.0,1952649.0,54831665.0,1866486563.0,70691446607.0,74006597.0,2096209863.0,70811400721.0,2644165773309.0,1990.0,-3.723243935382925e-12,335825.09346733673,484933.0399797966,4.177991286269389e-12,26615.099497487467,404268.12409585586,5962931.686855,328624.4768844221,51782.58559531325,30881536.520659305,-18949826.774694312,-551236.5546758928,8052998.980519617,52837064.33115709,2366031048.8770957,0.1677860585216936,0.0001839836016328975,0.00010319376340494614,9.922576846816493e-06,-1.837437004169823e-10,-5.242409948737399e-08,-2.589471943730687e-10,8,1.084390606313591,3.9603065686652212,4.294519241182576,,../Images/Training/4 nM 7.bmp,8
8,144338.10359999997,428.69217547746393,-1.3558385130155182,482.9981130684482,385.1751296952994,1587.3638566399486,140.0,191.5,239.0,0.9246344206974129,0.6033623632044447,21.209245742092456,26.258515815085158,516.116066984937,1644.0,43169.0,1402051.0,50956187.0,34868.0,894869.0,28668907.0,1033997471.0,917674.0,23180555.0,723463197.0,25436843633.0,27036986.0,674546117.0,20468668147.0,698351190863.0,1644.0,-5.133671265866724e-12,268497.1307785888,39736.33323491506,-4.902744876744691e-12,-20712.929440389307,20244.36862793812,-5494288.02293695,178150.01946472013,-37591.021012781144,17196972.904846594,-4478465.692827212,16957.539299436652,-5061153.916709133,2623406.7968538012,-958956796.6520033,0.1652574096187378,0.0013523610234160363,2.0963683422680433e-06,1.1562804697168152e-07,-2.488120192134246e-14,-4.0433197203707705e-09,-5.120315032639524e-14,9,1.2539701445691307,3.286480451353223,4.121148366707022,,../Images/Training/4 nM 7.bmp,9
9,250045.57119999995,564.2410027973257,0.3882831187898014,836.8464805704292,463.26457166206285,3866.671452394231,126.0,183.54143258426967,245.0,0.670906949352179,0.8327935436105706,47.08321629213483,33.66573033707865,920.4564547006012,2848.0,95880.0,3804126.0,166676754.0,134093.0,4859397.0,204230855.0,9330490539.0,7592201.0,288183483.0,12505966013.0,584501911737.0,475921073.0,18698445225.0,828667492103.0,39286460928735.0,2848.0,4.249045559845399e-12,576255.7752808987,-192069.15585152945,2.297184664712404e-11,345058.2219101123,1887093.6406309216,118974011.67992249,1278671.277738764,93589.67795457333,251849014.3819151,833421446.5321736,-1952081.4889916244,368189726.01186514,803319686.8417886,122575557234.37247,0.22868983716885677,0.014738533588076256,0.00031054534255156493,7.430022005476873e-08,-3.5445616596011957e-13,3.2819765977626258e-09,-4.170238379423592e-14,10,1.8064115664361289,4.620526634417519,8.346572755438006,,../Images/Training/4 nM 7.bmp,10
