,Unnamed: 0.1,Unnamed: 0,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region
0,0,0,1031525.7780999998,1146.0276663722514,1.3517157059030849,1331.0726146860195,1018.5622936739276,4632.852160459565,124.0,156.6194569750617,191.0,0.923155496189204,0.6437698406844968,57.41416290748149,65.4882968763299,1430.176345525264,11749.0,769422.0,64916592.0,6219871296.0,674559.0,45478539.0,3941615145.0,387407144535.0,47696465.0,3251463569.0,282815063051.0,27926161696661.0,3750316479.0,256202167449.0,22179817486215.0,2185482459188420.8,11749.0,-1.3784529073745944e-12,14528455.640820496,65706614.58313263,-2.7566215976548847e-10,1302818.9473997804,43844568.50664173,4922256915.140917,8967224.683292195,-21697209.441407308,8580084021.132525,18877820978.223747,-17827530.210043427,1453727028.2494538,46290921397.42213,6581922829489.879,0.170210448886925,0.0019793808542937,0.0001760672567026,1.1674910202101483e-05,3.8724660347028957e-10,4.1981481134354484e-07,3.6086206701242877e-10,1,1.3068151284933942,3.4805405124741347,4.54842299703535,Crystal,"../Images/Additional/L1 2.5, 5, 10 nM mixing assembly/L1 2.5 nM mixing /2.5nM_L1_inversion_06.tif",1
1,1,1,607730.1417999999,879.6510950753529,0.5882920084046303,1135.970185751018,722.1617419370444,3984.9903496652055,123.0,157.24631609361455,188.0,0.8808857215576482,0.7719177256398014,60.54348454203987,48.79529037850333,1162.2199905783757,6922.0,337761.0,20217773.0,1361242923.0,419082.0,22198353.0,1395220299.0,96995464599.0,30564540.0,1680764037.0,107720377299.0,7573861281267.0,2455621872.0,137659537083.0,8897513692797.0,627575982492069.0,6922.0,-1.5973000699887052e-11,3736626.9264663407,10051226.83221688,1.3987033753437572e-10,1749125.1175960675,467735.8571608671,2018707138.5550067,5191855.411152844,-22437826.62392272,2713915123.2767086,-21570981970.25232,-23527918.683836173,2677822104.300558,-17289444952.618988,2592515972271.711,0.1863435881946357,0.006253026499982,0.0004157545942583,4.311806943033611e-05,5.634304756513739e-09,3.347766941224598e-06,-1.2581929115911147e-09,2,1.5730135228488025,3.508006107599232,5.518141045489784,Crystal,"../Images/Additional/L1 2.5, 5, 10 nM mixing assembly/L1 2.5 nM mixing /2.5nM_L1_inversion_06.tif",2
